#This file is automatically generated by https://freetv.fun and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#freetv.fun does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://freetv.fun/app
#Generated on: 2026-03-30 01:00:02 UTC


#這個檔案是由https://freetv.fun自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#freetv.fun並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://freetv.fun/app
#生成時間: 2026-03-30 01:00:02 UTC


Entertainment,#genre#
CNN en Español,https://t.freetv.fun/live/beyblade-en-espanol-1.m3u8
CNN en Español[geo-blocked],https://t.freetv.fun/live/amc-en-espanol.m3u8
EWTN Asia-Pacific[geo-blocked],https://t.freetv.fun/live/ewtn.m3u8
EWTN Asia-Pacific[geo-blocked],https://t.freetv.fun/live/ewtn-1.m3u8
EWTN Asia-Pacific[geo-blocked],https://t.freetv.fun/live/ewtn-africa-asia.m3u8
EWTN El Canal Católico,https://t.freetv.fun/live/ewtn-2.m3u8
Fox Business,https://t.freetv.fun/live/fox-business-network.m3u8
Fox News,https://t.freetv.fun/live/fox-news.m3u8
Fox News,https://t.freetv.fun/live/fox-news-1.m3u8
Fox News Channel,https://t.freetv.fun/live/fox-news-channel.m3u8
Fox News Channel,https://t.freetv.fun/live/fox-news-channel-1.m3u8
Fox Weather,https://t.freetv.fun/live/fox-weather-1.m3u8
InfoWars,https://t.freetv.fun/live/ch-ng-infowars.m3u8
MS NOW,https://t.freetv.fun/live/msnbc-1.m3u8
MS NOW,https://t.freetv.fun/live/msnbc-2.m3u8
NBC Buffalo,https://t.freetv.fun/live/ch-ng-nbc-buffalo.m3u8
NBC NEWS,https://t.freetv.fun/live/nbc-news-1.m3u8
NBC News Now FHD[geo-blocked],https://t.freetv.fun/live/nbc-news-now.m3u8
NBC News Now FHD,https://t.freetv.fun/live/nbc-news-now-1.m3u8
NBC News Now FHD[geo-blocked],https://t.freetv.fun/live/nbc-news-now-2.m3u8
News 12 Brooklyn,https://t.freetv.fun/live/news12-brooklyn.m3u8
NewsNation,https://t.freetv.fun/live/news-nation.m3u8
NewsNation,https://t.freetv.fun/live/nesn-nation.m3u8
Newsmax,https://t.freetv.fun/live/newsmax-tv.m3u8
Newsmax,https://t.freetv.fun/live/newsmaxtv.m3u8
Newsmax,https://t.freetv.fun/live/newsmax-tv-1.m3u8
Newsmax,https://t.freetv.fun/live/newsmax-2-1.m3u8
Newsmax,https://t.freetv.fun/live/newsmax2.m3u8
Newsmax,https://t.freetv.fun/live/ch-ng-newsmax-2.m3u8
Newsmax,https://t.freetv.fun/live/newsmax-2-2.m3u8
Newsmax,https://t.freetv.fun/live/newsmax.m3u8
Ryan and Friends,https://t.freetv.fun/live/garfield-and-friends-1.m3u8
Ryan and Friends,https://t.freetv.fun/live/garfield-and-friends-1.m3u8
Ryan and Friends,https://t.freetv.fun/live/garfield-and-friends-1-1.m3u8
Ryan and Friends,https://t.freetv.fun/live/garfield-and-friends-2.m3u8
Ryan and Friends,https://t.freetv.fun/live/barbie-and-friends.m3u8
Ryan and Friends[geo-blocked],https://t.freetv.fun/live/barney-and-friends.m3u8
TBN Inspire,https://t.freetv.fun/live/tbn-inspire.m3u8
TBN Inspire,https://t.freetv.fun/live/tbn-1.m3u8
VOA Persian,https://t.freetv.fun/live/voa-persian.m3u8
VOA Persian,https://t.freetv.fun/live/voa-persian-1.m3u8
WNBC TV[geo-blocked],https://t.freetv.fun/live/wnbc-dt1.m3u8
WNBC TV,https://t.freetv.fun/live/wnbc-dt1-1.m3u8
WNBC TV[geo-blocked],https://t.freetv.fun/live/wnbc-dt1-2.m3u8
WeatherNation TV,https://t.freetv.fun/live/weathernation.m3u8
WeatherNation TV,https://t.freetv.fun/live/weathernation-1.m3u8
WeatherNation TV,https://t.freetv.fun/live/powernation-tv.m3u8
WeatherNation TV,https://t.freetv.fun/live/weathernation-new-york.m3u8
WeatherNation TV,https://t.freetv.fun/live/weathernation-charlotte.m3u8
WeatherNation TV,https://t.freetv.fun/live/weathernation-2.m3u8
WeatherNation TV,https://t.freetv.fun/live/weathernation-3.m3u8
Other,#genre#
AKC TV[geo-blocked],https://t.freetv.fun/live/akc-tv.m3u8
CATHOLIC TV,https://t.freetv.fun/live/catholic-tv.m3u8
CBN,https://t.freetv.fun/live/tln-media-chicago.m3u8
Christian Youth Channel CYC,https://t.freetv.fun/live/christian-youth-channel-1.m3u8
LIFESTYLE TV,https://t.freetv.fun/live/biznet-lifestyle-1.m3u8
LIFESTYLE TV,https://t.freetv.fun/live/fashion-lifestyle.m3u8
RETRO TV,https://t.freetv.fun/live/pluto-tv-retro-kid.m3u8
TRAVEL,https://t.freetv.fun/live/travel-xp.m3u8
TRAVEL,https://t.freetv.fun/live/urban-travel.m3u8
TRAVEL,https://t.freetv.fun/live/intravel-1.m3u8
TRAVEL,https://t.freetv.fun/live/travel-xp-2.m3u8
TRAVEL,https://t.freetv.fun/live/travel-plus.m3u8
TRAVEL,https://t.freetv.fun/live/bbc-travel-3.m3u8
TRAVEL,https://t.freetv.fun/live/travel-xp-y.m3u8
TRAVEL[geo-blocked],https://t.freetv.fun/live/ch-ng-travel-tv-1.m3u8
TRAVEL,https://t.freetv.fun/live/travel-xp-3.m3u8
TRAVEL,https://t.freetv.fun/live/pbs-travel.m3u8
TRAVEL,https://t.freetv.fun/live/delta-travel.m3u8
TRAVEL,https://t.freetv.fun/live/china-travel.m3u8
World Poker Tour,https://t.freetv.fun/live/world-poker-tour.m3u8
World Poker Tour[geo-blocked],https://t.freetv.fun/live/world-poker-tour-1.m3u8
World Poker Tour[geo-blocked],https://t.freetv.fun/live/world-poker-tour-2.m3u8
World Poker Tour[geo-blocked],https://t.freetv.fun/live/world-poker-tour-3.m3u8
World Poker Tour[geo-blocked],https://t.freetv.fun/live/world-poker-tour-4.m3u8
World Poker Tour,https://t.freetv.fun/live/world-poker-tour-5.m3u8
World Poker Tour,https://t.freetv.fun/live/world-poker-tour-6.m3u8
World Poker Tour,https://t.freetv.fun/live/ch-ng-world-poker-tour.m3u8
World Poker Tour[geo-blocked],https://t.freetv.fun/live/world-poker.m3u
World Poker Tour[geo-blocked],https://t.freetv.fun/live/world-poker-tour-7.m3u8
World Poker Tour[geo-blocked],https://t.freetv.fun/live/world-poker-tour-8.m3u8
World Poker Tour,https://t.freetv.fun/live/world-poker-tour-9.m3u8
World Poker Tour,https://t.freetv.fun/live/world-poker-tour-10.m3u8
World Poker Tour,https://t.freetv.fun/live/world-poker-tour-11.m3u8
X-Desire[geo-blocked],https://t.freetv.fun/live/desire.m3u8
Sports,#genre#
Bally Sports,https://t.freetv.fun/live/ch-ng-bally-sports-sun.m3u8
Bally Sports,https://t.freetv.fun/live/ch-ng-bally-sports-midwest.m3u8
Bally Sports North,https://t.freetv.fun/live/ch-ng-bally-sports-north.m3u8
Bally Sports Southeast,https://t.freetv.fun/live/ch-ng-bally-sports-southeast-carolinas.m3u8
BeIn Sports(US),https://t.freetv.fun/live/bein-sports-xtra.m3u8
BeIn Sports(US),https://t.freetv.fun/live/bein-sports-xtra-1.m3u8
BeIn Sports(US),https://t.freetv.fun/live/bein-sports-xtra-espanol.m3u8
BeIn Sports(US),https://t.freetv.fun/live/ch-ng-bein-sports-xtra.m3u8
BeIn Sports(US),https://t.freetv.fun/live/bein-sports-xtra-espanol-1.m3u8
ESPN U,https://t.freetv.fun/live/espn-u.m3u8
Esports Max,https://t.freetv.fun/live/esports-max.m3u8
FOX Deportes,https://t.freetv.fun/live/fox-deportes.m3u8
FOX SPORTS HD,https://t.freetv.fun/live/fox-sports.m3u8
FOX SPORTS HD[geo-blocked],https://t.freetv.fun/live/fox-sports-en-espanol.m3u8
FOX SPORTS HD[geo-blocked],https://t.freetv.fun/live/fox-sports-1.m3u8
FOX SPORTS HD,https://t.freetv.fun/live/fox-sports-2.m3u8
FOX SPORTS HD,https://t.freetv.fun/live/fox-sports-3.m3u8
FOX SPORTS HD,https://t.freetv.fun/live/fox-sports-4.m3u8
FOX SPORTS HD,https://t.freetv.fun/live/x-sports.m3u8
FOX SPORTS HD,https://t.freetv.fun/live/fox-sports-5.m3u8
FOX Sports 2,https://t.freetv.fun/live/fox-sports-2-1.m3u8
FOX Sports 2,https://t.freetv.fun/live/fox-sports-2-2.m3u8
FOX Sports 2,https://t.freetv.fun/live/ch-ng-fox-sports-2.m3u8
FUBO SPORTS,https://t.freetv.fun/live/fubo-sports-network.m3u8
Fight Sports,https://t.freetv.fun/live/ftf-sports.m3u8
Fight Sports,https://t.freetv.fun/live/ftf-sports-1.m3u8
FightBox TV,https://t.freetv.fun/live/fightbox.m3u8
FightBox TV,https://t.freetv.fun/live/fightbox-1.m3u8
Golf Channel,https://t.freetv.fun/live/golf-channel.m3u8
MLB,https://t.freetv.fun/live/mlb.m3u8
MLB,https://t.freetv.fun/live/mlb-1.m3u8
NBA TV HD,https://t.freetv.fun/live/nba-tv.m3u8
NBA TV HD,https://t.freetv.fun/live/nba-tv-1.m3u8
NBA TV HD,https://t.freetv.fun/live/nba-tv-2.m3u8
NBA TV HD,https://t.freetv.fun/live/nba-tv-3.m3u8
NBA TV HD,https://t.freetv.fun/live/ch-ng-nba-tv.m3u8
NESN,https://t.freetv.fun/live/ch-ng-nesn.m3u8
NESN PLUS[geo-blocked],https://t.freetv.fun/live/nan-fang-wei-shi.m3u8
NESN PLUS,https://t.freetv.fun/live/nan-fang-wei-shi-1.m3u8
NFL REDZONE,https://t.freetv.fun/live/nfl-redzone.m3u8
NHL Network,https://t.freetv.fun/live/nfl-network.m3u8
NHL Network,https://t.freetv.fun/live/nhl-network.m3u8
NHL Network,https://t.freetv.fun/live/nhl-network-1.m3u8
NHL Network,https://t.freetv.fun/live/pll-network.m3u8
NHL Network,https://t.freetv.fun/live/nhl-1.m3u8
Outside TV,https://t.freetv.fun/live/tide-tv.m3u8
Outside TV,https://t.freetv.fun/live/outside-tv.m3u8
Outside TV,https://t.freetv.fun/live/inside-outside.m3u8
Outside TV,https://t.freetv.fun/live/inside-outside-1.m3u8
Pro Wrestling Channel,https://t.freetv.fun/live/tna-wrestling.m3u8
Pro Wrestling Channel,https://t.freetv.fun/live/tna-wrestling-1.m3u8
Pro Wrestling Channel,https://t.freetv.fun/live/tna-wrestling-2.m3u8
Pro Wrestling Channel[geo-blocked],https://t.freetv.fun/live/tna-wrestling-channel-1.m3u8
Pro Wrestling Channel,https://t.freetv.fun/live/tna-wrestling-channel-2.m3u8
Rugby Pass,https://t.freetv.fun/live/rugby-pass-tv.m3u8
Rugby Pass,https://t.freetv.fun/live/rugby-pass-tv-1.m3u8
Rugby Pass[geo-blocked],https://t.freetv.fun/live/rugbypass-tv.m3u8
Spectrum sportsnet,https://t.freetv.fun/live/ch-ng-spectrum-sportsnet.m3u8
TIDE SPORTS,https://t.freetv.fun/live/sports-grid.m3u8
TIDE SPORTS,https://t.freetv.fun/live/sports-grid-1.m3u8
TIDE SPORTS,https://t.freetv.fun/live/sports-grid-2.m3u8
Telemundo,https://t.freetv.fun/live/telemundo-florida.m3u8
Telemundo,https://t.freetv.fun/live/telemundo-florida-1.m3u8
Telemundo,https://t.freetv.fun/live/telemundo-al-dia.m3u8
Telemundo,https://t.freetv.fun/live/telemundo-al-dia-1.m3u8
Tennis,https://t.freetv.fun/live/tennis-plus.m3u8
UFC TV,https://t.freetv.fun/live/ufc.m3u8
UFC TV,https://t.freetv.fun/live/ufc-1.m3u8
UFC TV,https://t.freetv.fun/live/ufc-2.m3u8
UFC TV,https://t.freetv.fun/live/ufc-3.m3u8
UFC TV[geo-blocked],https://t.freetv.fun/live/ufc-4.m3u8
Unbeaten Esports,https://t.freetv.fun/live/unbeaten.m3u8
Unbeaten Esports,https://t.freetv.fun/live/unbeaten-1.m3u8
Unbeaten Esports,https://t.freetv.fun/live/unbeaten-2.m3u8
Willow HD,https://t.freetv.fun/live/willow-sports.m3u8
Willow HD,https://t.freetv.fun/live/willow-sports-1.m3u8
Willow HD,https://t.freetv.fun/live/willow-sports-2.m3u8
World Fishing Network[geo-blocked],https://t.freetv.fun/live/world-fishing-network.m3u8
World Fishing Network[geo-blocked],https://t.freetv.fun/live/world-fishing-network-1.m3u8
